,price,total_surface,covered_surface,rooms,bathrooms,garages,bedrooms,toilettes,antiquity,zone
1185,165000,160,145,5,2,1,3,1,0,PilardelEste
1186,260000,240,200,4,2,0,2,0,30,Morón
1187,290000,370,370,4,3,0,3,1,15,SanIsidro
1188,250000,219,219,5,2,1,3,0,20,CapitalFederal
1189,160000,1280,1280,0,0,0,0,0,0,Pilar
1190,490000,390,300,7,4,0,4,0,5,EstebanEcheverría
1191,310000,840,186,4,3,1,3,1,5,Villanueva
1192,360000,1000,151,4,3,0,3,0,8,Villanueva
1193,110000,550,130,3,3,0,3,0,0,PilardelEste
1194,570000,320,210,5,3,0,3,1,25,CapitalFederal
1195,380000,245,245,6,4,0,4,1,8,Pilar
1196,259000,954,172,5,3,1,0,1,0,Escobar
1197,220000,420,165,4,2,0,3,1,7,Moreno
1198,1090000,430,350,5,3,0,3,1,15,CapitalFederal
1199,177000,370,130,0,3,0,3,0,1,Manzanares
1200,158000,360,187,4,2,1,3,0,40,Morón
1201,298000,341,212,4,3,1,3,0,15,TresdeFebrero
1202,290000,339,107,3,2,0,0,0,20,GBANorte
1203,75000,80,80,0,0,1,2,0,7,SantaFe
1204,275000,240,200,0,4,0,3,0,15,Pilar
1205,268000,760,250,0,4,0,5,0,6,Escobar
1206,295000,220,110,4,2,1,3,0,40,SanIsidro
1207,650000,334,204,6,2,0,4,1,25,Palermo
1208,540000,875,229,0,3,0,3,0,13,Pilar
1209,145000,511,115,0,2,0,3,0,0,PilardelEste
1210,410000,1183,280,0,5,0,4,0,8,Escobar
1211,120000,210,132,0,0,0,3,0,23,Hurlingham
1212,320000,208,140,4,2,0,4,0,30,CapitalFederal
1213,235000,236,236,5,2,0,3,0,43,SantaFe
1214,530000,850,215,5,3,0,3,1,14,Pilar
1215,750000,451,383,4,2,1,3,0,3,SanIsidro
1216,59990,300,70,3,0,1,2,0,0,SantaFe
1217,320000,809,239,5,2,0,4,1,5,Villanueva
1218,149000,180,130,4,2,0,3,0,30,SanIsidro
1219,150000,353,151,0,0,0,3,0,39,Rosario
1220,720000,600,350,6,3,0,4,1,30,SanIsidro
1221,1270000,440,430,0,7,0,4,0,4,Nordelta
1222,320000,1900,200,6,2,0,3,0,25,SantaFe
1223,320000,440,127,6,3,0,3,0,20,Rosario
1224,450000,948,298,6,3,1,3,1,12,Moreno
1225,850000,945,360,10,3,0,5,1,0,Pilar
1226,399000,300,300,0,0,0,5,0,0,Pilar
1227,448000,379,288,5,3,1,3,0,40,VicenteLópez
1228,880000,376,376,0,4,1,4,0,27,SanIsidro
1229,370000,381,181,5,2,0,4,1,30,CapitalFederal
1230,280000,700,220,0,3,0,3,0,0,PilardelEste
1231,65000,144,73,5,0,0,3,0,41,SantaFe
1232,498000,595,292,4,3,0,3,0,10,Ituzaingó
1233,400000,400,263,6,7,0,5,0,40,VicenteLópez
1234,290000,200,170,5,4,0,4,1,0,Tigre
1235,328000,250,225,7,3,0,3,1,12,Pilar
1236,265000,237,147,3,0,0,0,0,30,CapitalFederal
1237,950000,500,500,8,5,0,0,1,35,SanFernando
1238,140000,188,104,5,2,0,3,0,30,Córdoba
1239,490000,822,225,0,0,0,0,0,0,Canning
1240,380000,793,167,3,3,1,3,1,11,Villanueva
1241,250000,1259,171,4,4,0,3,1,30,Pilar
1242,199000,1000,200,5,2,0,3,1,15,Pilar
1243,100000,300,230,2,2,1,3,0,10,Córdoba
1244,490000,515,225,5,2,0,3,1,0,Nordelta
1245,950000,1014,480,11,5,0,4,1,12,Pilar
1246,238000,610,130,4,2,1,3,1,9,Escobar
1247,100000,80,77,3,0,1,2,0,39,SantaFe
1248,70000,330,120,0,2,1,2,0,0,Córdoba
1249,250000,230,150,4,3,1,3,0,0,Córdoba
1250,287000,650,200,3,2,1,3,0,7,Pilar
1251,240000,92,77,3,2,0,2,0,45,VicenteLópez
1252,485000,250,200,5,3,1,4,1,18,SanIsidro
1253,990000,1157,345,5,4,0,4,1,9,Nordelta
1254,950000,845,308,5,2,0,3,1,25,SanIsidro
1255,415000,240,220,5,2,0,3,1,15,ElTalardePacheco
1256,275000,250,159,5,2,1,4,0,30,TresdeFebrero
1257,105000,128,82,0,0,0,2,1,0,Córdoba
1258,385000,936,214,5,3,0,4,1,5,Villanueva
1259,239000,403,142,5,2,1,3,0,15,GBANorte
1260,325000,1080,416,14,4,0,4,1,25,Córdoba
1261,130000,496,125,4,2,0,3,1,1,PilardelEste
1262,345000,1000,230,5,3,0,4,0,5,BuenosAiresCostaAtlántica
1263,1750000,810,640,0,4,0,5,1,14,GBANorte
1264,650000,1850,221,0,3,0,3,0,10,Tigre
1265,415000,715,246,5,3,0,4,1,10,Pilar
1266,550000,276,216,4,3,1,3,1,0,CapitalFederal
1267,250000,950,170,4,3,1,3,1,6,Tigre
1268,310000,500,215,5,3,0,4,1,20,TresdeFebrero
1269,500000,1000,190,0,3,1,3,0,0,Pilar
1270,580000,1615,300,5,4,0,4,0,25,Ituzaingó
1271,435000,320,255,5,3,0,4,0,5,SanFernando
1272,320000,178,178,4,3,0,3,1,15,BuenosAiresCostaAtlántica
1273,235000,500,200,5,3,0,3,1,0,Córdoba
1274,300000,802,202,0,3,0,3,1,0,Escobar
1275,284000,801,200,4,2,0,3,1,0,Escobar
1276,789000,375,265,6,3,1,4,1,15,CapitalFederal
1277,745000,570,440,8,4,1,5,1,26,SanIsidro
1278,105000,277,180,0,2,0,2,0,25,Rosario
1279,215000,162,130,3,0,1,2,0,45,VicenteLópez
1280,225000,800,160,6,3,0,4,1,20,Pilar
1281,450000,320,310,5,5,1,5,1,7,Pilar
1282,81000,180,80,3,0,1,2,0,0,Córdoba
1283,2000000,650,650,0,7,0,4,0,0,Pilar
1284,448000,589,260,6,2,1,3,1,35,SanIsidro
1285,478000,220,150,4,2,0,3,1,25,CapitalFederal
1286,1500000,920,520,7,5,0,5,1,10,SanIsidro
1287,570000,345,345,0,3,0,4,0,15,MalvinasArgentinas
1288,440000,670,310,3,4,1,3,0,0,Córdoba
1289,250000,318,318,0,3,1,3,0,15,Pilar
1290,380000,700,250,5,3,0,3,1,8,Córdoba
1291,270000,700,160,4,2,0,3,1,8,Pilar
1292,330000,232,170,4,2,0,3,0,21,CapitalFederal
1293,139000,108,108,3,0,0,2,0,40,CapitalFederal
1294,255000,260,200,5,0,0,0,0,10,TresdeFebrero
1295,760000,472,395,0,3,0,4,0,0,Pilar
1296,245000,502,180,5,3,1,3,0,5,Córdoba
1297,170000,400,80,3,2,0,2,0,35,SantaFe
1298,615000,395,320,7,3,0,4,1,20,SanIsidro
1299,145000,1200,70,0,0,0,0,0,5,VillaAllende
1300,135000,800,134,0,2,0,3,1,0,Zelaya
1301,480000,230,190,0,4,0,3,0,1,Pilar
1302,125000,300,130,0,0,0,2,0,48,TresdeFebrero
1303,220000,825,150,5,2,0,3,1,0,Escobar
1304,230000,206,140,0,2,0,3,0,10,SanIsidro
1305,210000,150,120,5,2,1,3,0,6,SantaFe
1306,360000,830,163,4,2,0,3,1,0,Berazategui
1307,750000,830,450,4,5,0,3,0,0,EstebanEcheverría
1308,98000,60,60,3,0,1,2,1,2,LaPlata
1309,395000,811,254,6,3,0,3,1,2,Villanueva
1310,145000,535,130,0,3,0,3,0,1,PilardelEste
1311,310000,981,179,5,4,0,3,1,0,Escobar
1312,79000,400,105,3,0,1,2,0,0,RíoCeballos
1313,380000,286,224,5,0,0,3,0,35,SanIsidro
1314,340000,450,230,7,5,1,4,1,3,Pilar
1315,460000,265,251,5,4,1,3,0,30,SanIsidro
1316,56000,289,60,3,0,1,2,0,0,SantaFe
1317,520000,279,279,6,3,0,4,1,35,CapitalFederal
1318,650000,817,353,8,3,0,4,1,0,SantaFe
1319,650000,870,239,0,2,0,4,0,6,SanMiguel
1320,499000,370,350,0,4,0,4,0,14,Pilar
1321,410000,1900,180,5,2,0,4,0,10,Moreno
1322,135000,175,110,6,2,0,3,1,30,Rosario
1323,495000,460,400,0,4,1,5,0,8,Villanueva
1324,110000,700,130,5,4,0,4,0,0,PilardelEste
1325,290000,573,200,0,2,0,3,0,30,GBANorte
1326,150000,650,160,4,2,1,3,1,0,Escobar
1327,300000,326,246,7,5,1,6,0,20,SanIsidro
1328,490000,280,277,5,3,1,3,1,9,Pilar
1329,290000,700,320,0,4,1,4,0,6,Campana
1330,240000,346,160,5,2,0,3,0,20,Lanús
1331,440000,214,200,5,3,0,4,1,20,VicenteLópez
1332,155000,647,131,5,3,0,4,1,0,PilardelEste
1333,298000,225,190,5,2,0,3,1,15,Pilar
1334,189000,389,389,4,4,1,3,0,30,TresdeFebrero
1335,420000,820,272,0,4,0,4,0,1,Tigre
1336,358700,800,270,5,3,0,4,1,12,Pilar
1337,125000,118,118,4,2,0,3,0,30,ExaltacióndelaCruz
1338,270000,920,320,7,4,0,0,0,16,Córdoba
1339,165000,220,135,4,2,0,3,0,15,Lanús
1340,393000,263,215,0,4,0,3,0,1,Escobar
1341,264000,605,230,5,3,0,0,1,14,Pilar
1342,220000,210,150,5,3,1,4,0,5,GeneralRodríguez
1343,840000,980,450,7,3,0,4,1,2,SanMiguel
1344,160000,126,79,3,2,1,2,1,0,Pilar
1345,237000,221,141,4,2,0,3,0,20,GBANorte
1346,350000,471,141,3,0,1,2,1,24,SanIsidro
1347,510000,558,180,0,3,1,3,1,10,PuntadelEste
1348,173000,829,175,5,4,1,4,0,0,BuenosAiresCostaAtlántica
1349,414000,550,202,6,4,0,3,1,12,Nordelta
1350,250000,360,340,6,3,0,5,1,40,LomasdeZamora
1351,220000,1050,215,5,2,1,4,1,25,Pilar
1352,980000,1500,300,5,4,0,4,0,20,ManuelAlberti
1353,250000,909,219,0,4,0,3,0,1,Escobar
1354,5167972,250,250,3,0,0,2,0,0,Mendoza
1355,245000,240,145,0,2,0,4,0,30,CapitalFederal
1356,350000,255,210,4,2,0,3,0,10,Rosario
1357,287000,225,125,5,2,1,4,1,45,Martínez
1358,355000,638,307,4,3,0,3,0,0,Córdoba
1359,370000,230,165,4,2,1,3,1,20,SanIsidro
1360,240000,220,167,5,3,1,4,0,2,BuenosAiresCostaAtlántica
1361,255000,636,199,4,3,0,3,0,0,Uruguay
1362,140000,309,160,7,2,1,3,0,45,Avellaneda
1363,120000,250,137,5,0,1,3,1,25,SantaFe
1364,785000,1609,469,10,6,0,5,1,30,GBANorte
1365,430000,1102,230,4,2,0,3,1,0,Escobar
1366,1270000,997,430,7,6,0,5,1,4,Nordelta
1367,299000,700,166,5,4,0,4,0,0,Ezeiza
1368,600000,1287,427,0,5,1,6,1,30,SanIsidro
1369,360000,652,370,8,3,1,4,0,15,Córdoba
1370,215000,1000,159,4,2,0,2,0,12,SantaFe
1371,295000,546,206,6,2,0,4,1,10,Hurlingham
1372,120000,99,70,3,2,1,2,0,1,Córdoba
1373,185000,190,165,5,3,0,4,0,0,PilardelEste
1374,168000,180,150,4,2,1,3,1,0,Córdoba
1375,265000,189,122,4,0,0,2,1,40,VicenteLópez
1376,350000,213,213,6,3,0,3,0,15,CapitalFederal
1377,189000,117,101,3,0,1,2,1,0,VicenteLópez
1378,240000,295,193,4,3,0,3,0,25,SantaFe
1379,615000,1000,280,0,3,0,4,0,18,RincóndeMilberg
1380,160000,234,100,3,2,0,2,0,0,AlmiranteBrown
1381,449000,288,232,6,2,1,5,1,35,SanIsidro
1382,340000,250,220,7,3,0,3,1,10,Pilar
1383,222000,840,178,6,2,0,4,1,1,Escobar
1384,590000,578,230,5,3,0,3,1,3,Nordelta
1385,830000,495,307,8,4,0,4,1,7,AlmiranteBrown
1386,580000,337,254,5,3,0,3,0,37,CapitalFederal
1387,980000,910,280,0,6,0,5,0,5,Nordelta
1388,529000,1500,275,6,5,0,5,0,0,Pilar
1389,480000,300,280,9,3,1,4,1,19,Pilar
1390,85000,85,85,3,2,0,2,0,0,Córdoba
1391,798000,1210,300,6,2,0,3,1,40,SanIsidro
1392,360000,800,231,5,4,0,0,1,2,HarasSantaMaría
1393,299000,655,180,5,2,0,4,1,0,Berazategui
1394,155000,180,180,5,3,0,4,0,36,Rosario
1395,393000,732,215,4,3,0,3,1,0,Puertos
1396,1800000,1100,500,0,7,0,5,0,11,Nordelta
1397,168000,112,112,0,3,0,3,0,0,Pilar
1398,229000,100,100,4,2,0,3,0,10,Pilar
1399,310000,270,250,7,4,1,3,0,8,SantaFe
1400,149000,138,118,4,2,0,3,0,0,PilardelEste
1401,338000,1010,201,5,3,0,4,1,0,Villanueva
1402,540000,315,270,10,4,0,5,0,8,SantaFe
1403,249000,660,160,4,2,0,3,1,1,Pilar
1404,1700000,1025,588,8,5,0,4,1,16,SanIsidro
1405,430000,491,362,0,4,0,4,0,18,SanIsidro
1406,890000,300,300,5,4,0,4,1,5,PuntadelEste
1407,340000,238,238,6,2,1,5,0,30,LaMatanza
1408,65500,300,80,3,0,0,2,0,0,RíoCeballos
1409,188000,500,132,5,2,0,3,1,0,Tigre
1410,225000,903,175,5,2,0,4,1,13,BuenosAiresCostaAtlántica
1411,275000,200,125,0,3,1,3,0,45,SanIsidro
1412,350000,320,185,0,6,0,6,0,30,CapitalFederal
1413,160000,400,160,0,2,0,3,1,0,Córdoba
1414,920000,420,325,0,5,0,4,0,3,GeneralPacheco
1415,585000,460,370,5,5,0,4,0,2,MardelPlata
1416,550000,384,190,7,2,0,3,1,39,VicenteLópez
1417,280000,820,160,4,2,0,3,1,0,Escobar
1418,490000,246,212,5,4,0,4,0,0,Nordelta
1419,850000,900,304,6,2,0,3,1,10,Pilar
1420,370000,205,205,0,2,0,3,0,1,Tigre
1421,1100000,676,600,7,5,0,5,1,20,SanIsidro
1422,148000,132,120,4,2,0,3,0,5,ExaltacióndelaCruz
1423,199000,856,167,5,4,0,3,1,0,Escobar
1424,220000,900,180,7,3,0,3,0,15,SantaFe
1425,470000,528,270,0,3,0,3,0,0,Pilar
1426,260000,857,182,4,3,1,0,1,0,Escobar
1427,279000,817,186,5,3,1,3,1,0,Villanueva
1428,81900,400,91,4,2,1,2,0,11,Córdoba
1429,475000,800,258,5,2,0,3,1,12,Pilar
1430,770000,1350,371,6,3,1,4,1,17,Pilar
1431,710000,690,340,6,4,1,5,0,10,RincóndeMilberg
1432,300000,715,185,0,3,0,3,1,0,Villanueva
1433,185000,170,108,4,3,1,3,0,0,Rosario
1434,2500000,1492,714,11,5,0,6,0,9,Nordelta
1435,229000,214,130,3,0,1,2,0,10,GeneralSanMartín
1436,1700000,1423,714,7,4,0,5,0,19,SanIsidro
1437,85000,430,149,3,0,0,2,0,10,Córdoba
1438,300000,350,130,0,0,0,3,1,8,SanIsidro
1439,300000,201,169,5,3,1,4,0,0,Tigre
1440,280000,780,233,5,3,0,3,1,10,Pilar
1441,520000,292,190,6,4,1,4,1,30,CapitalFederal
1442,495000,822,269,6,3,0,3,0,3,SantaFe
1443,290000,900,200,5,2,0,3,0,7,Córdoba
1444,230000,1000,350,0,6,0,4,0,10,Escobar
1445,475000,700,290,7,3,0,4,0,10,SanIsidro
1446,900000,1200,390,4,5,0,4,1,0,Villanueva
1447,295000,156,135,4,2,0,3,1,0,SanFernando
1448,427000,916,244,0,3,0,3,0,1,Tigre
1449,420000,943,275,5,4,0,4,1,7,SantaFe
1450,500000,1200,420,8,4,0,6,0,0,Córdoba
1451,392000,240,240,7,3,1,4,1,15,GBANorte
1452,280000,544,222,0,4,0,4,0,20,Pilar
1453,375000,478,190,6,2,1,3,1,35,SanIsidro
1454,115000,155,125,4,3,0,3,0,0,PilardelEste
1455,275000,275,238,5,2,0,3,0,30,Tigre
1456,4200000,200,146,10,3,1,4,0,44,Mendoza
1457,70000,330,120,0,2,1,2,0,0,Córdoba
1458,150000,151,104,0,2,1,3,0,0,Pilar
1459,390000,275,135,4,0,1,3,1,30,CapitalFederal
1460,155000,1176,111,5,2,0,4,0,45,MalvinasArgentinas
1461,570000,800,275,0,4,0,4,1,0,Berazategui
1462,775000,388,309,0,6,0,4,0,1,VicenteLópez
1463,730000,815,343,7,3,0,4,1,0,Pilar
1464,320000,145,145,7,3,1,4,1,20,VicenteLópez
1465,320000,800,200,5,3,1,4,0,25,SanMiguel
1466,1111111,550,190,0,3,1,3,0,20,SantaFe
1467,430000,606,235,0,4,0,4,0,3,Nordelta
1468,360000,817,194,6,3,0,4,1,0,Escobar
1469,235000,131,113,0,0,1,2,0,30,SanIsidro
1470,230000,407,120,4,2,1,3,0,8,Pilar
1471,170000,400,120,0,2,0,4,0,7,Escobar
1472,180000,371,178,6,2,1,4,0,40,Rosario
1473,1400000,972,349,0,3,0,4,0,9,Tigre
1474,789000,373,280,5,4,0,4,1,15,CapitalFederal
1475,170000,202,150,5,2,0,3,1,4,Córdoba
1476,395000,155,122,4,3,1,3,1,36,CapitalFederal
1477,169000,500,70,3,2,1,2,0,0,PuntadelEste
1478,485000,981,254,5,3,0,2,1,1,Escobar
1479,59000,92,92,3,0,0,0,0,31,Rosario
1480,295000,284,234,6,4,0,5,0,15,CapitalFederal
1481,285000,144,113,4,0,1,2,1,0,VicenteLópez
1482,90000,325,125,2,0,0,2,0,0,SantaFe
1483,349000,800,200,5,3,0,4,1,0,Villanueva
1484,295000,320,230,7,2,0,3,0,15,LaPlata
1485,225000,750,155,0,2,0,3,1,0,Escobar
1486,1090000,440,360,0,5,1,4,0,10,Nordelta
1487,400000,411,225,0,4,0,3,0,20,LomasdeZamora
1488,75000,60,60,0,0,0,2,0,30,SantaFe
1489,260000,320,170,4,3,1,3,0,37,BuenosAiresCostaAtlántica
1490,349000,740,198,6,4,0,5,0,0,Ezeiza
1491,390000,604,217,4,2,0,3,1,0,Puertos
1492,315000,650,179,6,4,0,3,1,0,Escobar
1493,400000,202,202,0,0,0,3,0,28,SanIsidro
1494,340000,1570,200,6,3,0,4,1,20,Pilar
1495,480000,979,330,7,4,0,3,1,0,Escobar
1496,150000,233,180,6,3,1,4,1,30,MardelPlata
1497,185000,155,155,5,2,1,3,1,45,VicenteLópez
1498,2050000,1000,480,0,6,0,5,0,8,Tigre
1499,140000,600,70,2,0,0,0,0,8,SantaFe
1500,305000,1000,200,7,2,1,2,0,0,Córdoba
1501,330000,179,138,5,2,1,3,0,0,SanIsidro
1502,175000,720,165,4,3,0,3,1,0,ElCantón
1503,140000,173,144,4,2,1,3,1,43,Córdoba
1504,255000,832,150,5,3,0,4,1,4,Escobar
1505,315000,319,140,6,2,0,4,0,40,SanIsidro
1506,449000,210,190,5,3,0,4,0,10,Nordelta
1507,200000,285,220,0,3,0,6,0,30,SanIsidro
1508,135000,145,130,5,2,1,3,0,47,Rosario
1509,375000,260,230,5,3,1,4,0,4,BuenosAiresCostaAtlántica
1510,1650000,2240,650,7,4,0,4,1,7,Pilar
1511,280000,730,165,4,3,0,3,1,0,EstebanEcheverría
1512,109000,65,55,2,2,0,0,0,0,Rosario
1513,270000,93,86,5,0,1,3,1,20,VicenteLópez
1514,173000,256,122,4,2,1,2,1,0,Córdoba
1515,795000,315,315,0,3,0,4,0,3,Nordelta
1516,150000,450,130,4,2,0,3,1,0,Córdoba
1517,490000,567,213,0,2,0,3,0,1,Nordelta
1518,195000,320,260,5,2,0,4,1,24,LomasdeZamora
1519,1590000,975,559,5,4,0,4,1,0,Nordelta
1520,250000,320,140,6,2,1,5,0,10,Rosario
1521,300000,193,146,6,4,1,5,0,38,VicenteLópez
1522,445000,601,197,0,3,1,4,1,15,Tigre
1523,180000,185,145,4,3,1,3,1,17,Campana
1524,400000,508,235,4,3,1,3,1,10,MalvinasArgentinas
1525,279000,180,127,4,2,1,3,0,0,VicenteLópez
1526,990000,1300,487,12,6,0,4,1,5,Pilar
1527,415000,595,238,5,3,1,4,1,0,Escobar
1528,225000,1800,240,4,2,0,3,1,3,Mendiolaza
1529,350000,148,148,4,3,0,3,0,15,CapitalFederal
1530,325000,267,151,4,2,0,3,0,40,VicenteLópez
1531,185000,152,103,4,2,1,3,0,8,Ituzaingó
1532,365000,369,163,5,2,0,4,1,30,SanIsidro
1533,270000,136,123,5,0,1,4,0,10,CapitalFederal
1534,980000,400,400,0,3,0,3,0,34,SanIsidro
1535,1499900,500,80,3,0,0,2,0,5,GeneralRodríguez
1536,580000,272,232,0,3,1,3,0,3,Pilar
1537,175000,533,131,4,2,0,3,0,0,PilardelEste
1538,990000,430,383,0,5,1,4,0,10,Nordelta
1539,880000,905,375,0,5,0,4,0,6,Pilar
1540,420000,375,313,5,4,0,4,0,40,VicenteLópez
1541,295000,180,110,3,2,1,2,0,5,CapitalFederal
1542,385000,962,286,5,4,0,4,1,19,Pilar
1543,530000,260,227,0,5,0,4,0,6,Tigre
1544,180000,250,140,2,3,0,2,0,0,Córdoba
1545,330000,703,265,5,3,0,4,0,14,Tigre
1546,198000,560,139,4,2,1,3,0,0,Pilar
1547,470000,900,310,4,3,1,3,1,5,Tigre
1548,125000,270,102,4,2,0,3,0,0,Moreno
1549,3000000,684,653,0,4,0,4,0,10,SanIsidro
1550,110000,139,85,4,0,1,2,0,30,LaPlata
1551,385000,760,296,7,4,0,6,1,0,EstebanEcheverría
1552,595000,855,251,7,4,0,3,1,6,Villanueva
1553,360000,450,319,6,2,1,5,0,30,Morón
1554,250000,765,290,0,4,0,3,0,15,VillaAllende
1555,1050000,365,297,0,4,0,3,0,5,GeneralPacheco
1556,670000,785,340,0,4,0,4,1,0,Berazategui
1557,135000,300,197,0,2,1,3,0,15,Zárate
1558,386000,231,152,4,2,1,2,1,0,SanIsidro
1559,690000,825,300,6,3,0,4,1,3,Villanueva
1560,170000,204,180,5,2,1,3,0,40,SantaFe
1561,96000,180,80,3,0,1,2,0,1,Córdoba
1562,415000,190,130,4,3,1,3,0,5,VicenteLópez
1563,278000,156,152,5,2,0,3,1,0,SanIsidro
1564,255000,450,190,6,2,1,4,0,15,Merlo
1565,620000,417,265,5,4,0,4,1,38,CapitalFederal
1566,530000,528,404,6,2,1,4,1,30,SanIsidro
1567,298000,850,250,0,3,0,4,0,4,HarasSantaMaría
1568,199000,450,184,5,0,0,3,1,45,EstebanEcheverría
1569,320000,353,246,6,4,1,5,0,7,BuenosAiresCostaAtlántica
1570,300000,814,186,0,5,0,5,1,0,Escobar
1571,110000,500,120,2,3,1,2,0,10,LaCalera
1572,650000,300,300,0,4,0,4,0,8,Pilar
1573,159000,191,117,4,2,0,3,0,30,CapitalFederal
1574,170000,191,125,4,0,0,3,1,45,GeneralSanMartín
1575,280000,262,140,4,2,1,3,0,1,Morón
1576,178000,200,147,4,3,1,3,0,0,Córdoba
1577,275000,765,236,4,3,0,3,0,10,Escobar
1578,650000,235,235,5,3,0,3,0,0,VicenteLópez
1579,250000,220,170,6,2,0,3,1,15,SanCarlosdeBariloche
1580,320000,914,212,5,3,0,4,0,0,ElCantón
1581,520000,871,266,9,4,0,4,1,10,Pilar
1582,149000,450,130,5,2,0,3,0,0,PilardelEste
1583,185000,200,95,3,2,0,0,0,3,Morón
1584,298000,219,183,0,4,0,4,0,18,Pilar
1585,310000,958,326,6,5,0,5,1,1,Escobar
1586,195000,225,225,5,2,0,4,0,0,LaMatanza
1587,288000,845,205,0,2,0,3,1,0,ElCantón
1588,1100000,600,500,0,6,0,5,0,20,VicenteLópez
1589,180000,1000,230,4,2,0,3,0,15,Pilar
1590,2050000,600,600,5,6,0,4,1,30,CapitalFederal
1591,275000,177,118,4,0,0,3,1,25,CapitalFederal
1592,140000,140,140,3,2,1,2,0,0,PilardelEste
1593,189000,930,140,3,2,1,2,0,10,Pilar
1594,1800000,1363,654,7,3,1,3,1,25,SanIsidro
1595,485000,450,450,6,6,0,5,1,30,MardelPlata
1596,150000,925,180,5,3,1,4,0,20,Pilar
1597,340000,239,144,5,2,0,4,1,0,CapitalFederal
1598,460000,231,185,5,3,1,4,1,30,VicenteLópez
1599,279000,284,284,6,2,1,4,0,38,LaMatanza
1600,72000,360,86,4,0,1,2,0,2,Roldán
1601,318000,141,94,0,2,0,2,0,40,CapitalFederal
1602,830000,240,210,0,4,0,4,0,2,Nordelta
1603,130000,135,90,4,0,1,3,1,0,Ituzaingó
1604,130000,90,90,3,0,1,2,1,0,GBANorte
1605,1500000,800,500,7,3,1,4,1,25,SanIsidro
1606,850000,735,395,9,3,1,4,1,38,SanIsidro
1607,1200000,590,590,0,0,1,4,0,4,MalvinasArgentinas
1608,145000,140,140,0,2,1,2,0,7,SantaFe
1609,150000,400,80,0,0,0,2,0,0,Pilar
1610,790000,500,500,0,5,0,6,0,5,Pilar
1611,120000,138,119,5,3,1,3,1,0,PilardelEste
1612,1350000,906,906,8,7,0,6,0,30,CapitalFederal
1613,235000,180,120,4,2,1,3,0,1,VicenteLópez
1614,680000,500,358,10,4,0,4,1,45,VicenteLópez
1615,235000,180,170,5,2,0,3,0,14,Pilar
1616,105000,110,78,0,0,1,2,0,1,SantaFe
1617,385000,780,315,5,5,0,4,1,0,Tigre
1618,198000,400,171,4,2,0,3,1,0,LaCañadadePilar
1619,230000,159,135,5,4,1,4,0,12,MardelPlata
1620,190000,150,122,0,2,0,3,0,0,Pilar
1621,250000,194,133,0,3,0,3,0,8,SantaFe
1622,260000,1000,180,5,0,0,3,0,0,GBASur
1623,240000,800,167,4,2,0,2,0,8,GeneralRodríguez
1624,249000,835,200,4,3,0,3,0,7,Pilar
1625,840000,520,520,10,4,0,5,1,18,SanIsidro
1626,310000,645,160,6,3,0,3,1,12,Villanueva
1627,850000,472,350,5,5,0,3,0,5,VicenteLópez
1628,430000,440,127,4,2,0,3,0,35,SanIsidro
1629,350000,1000,200,4,4,1,4,1,8,Villanueva
1630,279000,817,186,5,3,0,3,1,0,Villanueva
1631,450000,269,200,5,3,1,4,0,10,VicenteLópez
1632,149000,330,140,5,3,0,4,1,25,MardelPlata
1633,550000,346,312,8,3,0,3,1,12,Pilar
1634,365000,650,352,6,4,0,4,1,30,MardelPlata
1635,1250000,1100,450,0,6,1,4,0,7,Nordelta
1636,365000,636,216,0,2,0,3,0,2,Escobar
1637,470000,283,274,6,2,1,4,0,40,VicenteLópez
1638,295000,135,135,4,3,1,2,1,0,VicenteLópez
1639,670000,465,378,4,4,0,3,0,20,Rosario
1640,59000,199,117,3,0,1,2,0,23,SantaFe
1641,490000,300,230,5,2,0,4,0,0,Berazategui
1642,275000,989,168,4,2,0,3,1,0,Escobar
1643,415000,259,210,5,3,1,3,0,25,CapitalFederal
1644,120000,1200,150,7,2,1,3,0,0,Unquillo
1645,350000,748,200,4,4,1,3,0,0,BuenosAiresCostaAtlántica
1646,238000,100,100,4,2,1,2,0,25,SanIsidro
1647,339000,740,180,5,2,0,3,1,6,Villanueva
1648,280000,790,200,4,3,0,3,1,0,GBASur
1649,2000000,600,600,10,5,0,4,1,9,Nordelta
1650,235000,180,180,0,3,0,3,0,3,Pilar
1651,310000,145,145,6,2,1,4,1,25,VicenteLópez
1652,190000,175,168,5,2,1,3,1,0,PilardelEste
1653,550000,812,220,0,4,0,3,0,3,ElTalardePacheco
1654,590000,800,315,0,0,0,0,0,0,Pilar
1655,199000,190,160,0,3,1,3,0,0,PilardelEste
1656,175000,103,71,3,0,1,2,1,0,Tigre
1657,760000,440,290,5,4,1,4,0,30,CapitalFederal
1658,499900,320,260,8,3,0,4,1,30,VicenteLópez
1659,920000,335,290,5,4,0,3,1,4,CapitalFederal
1660,480000,750,350,5,4,1,4,0,3,Villanueva
1661,270000,1000,300,5,4,0,4,0,15,Pilar
1662,450000,280,280,4,4,0,3,1,2,Berazategui
1663,487000,319,250,6,2,1,3,1,0,SanIsidro
1664,435000,300,250,6,3,0,4,0,10,SanFernando
1665,265000,165,106,4,2,1,3,1,25,CapitalFederal
1666,550000,422,395,0,4,0,5,0,5,Pilar
1667,298000,150,150,4,2,0,3,1,25,CapitalFederal
1668,388000,200,110,4,2,1,2,1,0,SanIsidro
